#  

#      WAVELENGTH      THROUGHPUT
#       angstroms                
5178.55 0.2284997061
5179.12 0.2286490000
5179.69 0.2287984709
5180.26 0.2288769571
5180.84 0.2288727125
5181.41 0.2288685412
5181.98 0.2288643633
5182.55 0.2288598169
5183.12 0.2288553523
5183.70 0.2288511988
5184.27 0.2288468181
5184.85 0.2288422281
5185.42 0.2288374816
5185.99 0.2288326842
5186.56 0.2288285155
5187.14 0.2288241462
5187.71 0.2288198144
5188.28 0.2288151407
5188.85 0.2288105046
5189.43 0.2288057558
5190.00 0.2288010712
5190.57 0.2289608599
5191.15 0.2291217380
5191.72 0.2292814890
5192.29 0.2294416584
5192.87 0.2296019548
5193.44 0.2297629968
5194.02 0.2299235472
5194.59 0.2300836415
5195.16 0.2302447205
5195.74 0.2304051661
5196.31 0.2305655442
5196.88 0.2307260493
5197.46 0.2308871510
5198.03 0.2310467515
5198.60 0.2312075406
5199.18 0.2313692185
5199.76 0.2315297755
5200.33 0.2316008410
5200.90 0.2316053213
5201.48 0.2316098579
5202.05 0.2316144872
5202.63 0.2316189534
5203.20 0.2316231839
5203.78 0.2316272150
5204.35 0.2316314807
5204.93 0.2316358306
5205.50 0.2316402371
5206.08 0.2316445416
5206.65 0.2316487884
5207.23 0.2316528717
5207.80 0.2316570645
5208.38 0.2316614561
5208.95 0.2316660655
5209.53 0.2316698988
5210.10 0.2316958593
5210.68 0.2318239111
5211.25 0.2319520830
5211.83 0.2320804727
5212.40 0.2322092137
5212.98 0.2323373561
5213.56 0.2324657609
5214.13 0.2325940461
5214.71 0.2327231710
5215.28 0.2328515464
5215.86 0.2329797045
5216.44 0.2331079299
5217.01 0.2332369508
5217.59 0.2333655145
5218.17 0.2334940032
5218.74 0.2336222746
5219.32 0.2337508087
5219.89 0.2338793654
5220.47 0.2339310007
5221.05 0.2339646886
5221.62 0.2339984598
5222.20 0.2340323223
5222.78 0.2340659545
5223.35 0.2340995884
5223.93 0.2341330733
5224.51 0.2341671384
5225.09 0.2342009730
5225.66 0.2342347564
5226.24 0.2342684438
5226.82 0.2343021247
5227.40 0.2343356199
5227.97 0.2343692146
5228.55 0.2344033369
5229.13 0.2344370941
5229.70 0.2344708897
5230.28 0.2345438738
5230.86 0.2346575522
5231.43 0.2347704301
5232.02 0.2348845226
5232.59 0.2349984549
5233.17 0.2351123087
5233.74 0.2352255044
5234.33 0.2353403523
5234.90 0.2354541134
5235.48 0.2355679469
5236.06 0.2356824698
5236.64 0.2357967791
5237.22 0.2359108139
5237.80 0.2360247702
5238.38 0.2361391301
5238.95 0.2362525448
5239.53 0.2363667553
5240.11 0.2364448388
5240.69 0.2363697112
5241.27 0.2362948025
5241.85 0.2362200226
5242.43 0.2361446318
5243.00 0.2360691656
5243.58 0.2359938731
5244.16 0.2359184152
5244.74 0.2358428204
5245.32 0.2357674158
5245.90 0.2356917759
5246.48 0.2356162732
5247.06 0.2355406499
5247.64 0.2354646114
5248.22 0.2353885867
5248.80 0.2353129942
5249.38 0.2352371829
5249.96 0.2351612508
5250.54 0.2351574597
5251.12 0.2351590218
5251.70 0.2351608559
5252.28 0.2351626038
5252.86 0.2351643552
5253.44 0.2351658423
5254.02 0.2351672169
5254.60 0.2351688898
5255.18 0.2351706557
5255.76 0.2351721571
5256.34 0.2351735724
5256.92 0.2351751255
5257.50 0.2351766732
5258.09 0.2351781976
5258.66 0.2351793408
5259.24 0.2351807739
5259.83 0.2351822819
5260.41 0.2352157595
5260.99 0.2352630574
5261.57 0.2353109328
5262.15 0.2353584372
5262.73 0.2354058031
5263.31 0.2354534154
5263.89 0.2355012115
5264.47 0.2355484841
5265.05 0.2355955286
5265.64 0.2356434732
5266.22 0.2356908585
5266.80 0.2357383471
5267.38 0.2357858404
5267.97 0.2358337685
5268.55 0.2358810741
5269.13 0.2359283306
5269.71 0.2359760758
5270.29 0.2359775445
5270.87 0.2359337702
5271.46 0.2358894780
5272.04 0.2358453767
5272.62 0.2358014218
5273.20 0.2357570830
5273.78 0.2357131326
5274.37 0.2356691669
5274.95 0.2356250869
5275.53 0.2355808928
5276.12 0.2355363234
5276.70 0.2354917479
5277.28 0.2354471472
5277.87 0.2354029897
5278.44 0.2353587816
5279.03 0.2353138824
5279.62 0.2352692193
5280.20 0.2351805800
5280.78 0.2350072265
5281.36 0.2348337845
5281.95 0.2346600465
5282.53 0.2344857702
5283.11 0.2343116473
5283.70 0.2341371190
5284.28 0.2339641593
5284.86 0.2337903986
5285.45 0.2336150451
5286.03 0.2334402511
5286.61 0.2332660611
5287.20 0.2330907720
5287.78 0.2329162408
5288.36 0.2327422810
5288.95 0.2325668037
5289.54 0.2323908419
5290.12 0.2322657300
5290.71 0.2323300821
5291.29 0.2323947287
5291.87 0.2324585150
5292.46 0.2325223976
5293.04 0.2325862886
5293.63 0.2326504740
5294.21 0.2327140520
5294.79 0.2327780122
5295.38 0.2328422671
5295.97 0.2329062003
5296.55 0.2329699549
5297.14 0.2330346646
5297.72 0.2330991629
5298.31 0.2331631300
5298.89 0.2332270504
5299.48 0.2332913097
5300.06 0.2333325897
5300.65 0.2331891225
5301.24 0.2330445594
5301.82 0.2329009847
5302.40 0.2327567108
5302.99 0.2326123994
5303.58 0.2324673325
5304.16 0.2323239063
5304.75 0.2321787202
5305.33 0.2320342030
5305.92 0.2318894059
5306.50 0.2317446706
5307.09 0.2315999413
5307.68 0.2314543120
5308.26 0.2313094638
5308.85 0.2311642241
5309.44 0.2310182825
5310.02 0.2308795938
5310.61 0.2308973526
5311.20 0.2309148115
5311.78 0.2309318399
5312.37 0.2309491648
5312.95 0.2309667551
5313.54 0.2309840079
5314.13 0.2310012714
5314.72 0.2310188874
5315.31 0.2310363772
5315.89 0.2310534614
5316.48 0.2310708172
5317.06 0.2310883575
5317.65 0.2311057097
5318.24 0.2311227306
5318.83 0.2311397118
5319.42 0.2311568902
5320.00 0.2311742043
5320.59 0.2310424295
5321.18 0.2309103211
5321.77 0.2307782468
5322.35 0.2306466357
5322.94 0.2305159558
5323.53 0.2303836518
5324.12 0.2302517808
5324.70 0.2301196325
5325.29 0.2299869811
5325.88 0.2298554743
5326.47 0.2297233646
5327.06 0.2295903526
5327.65 0.2294582729
5328.23 0.2293265845
5328.82 0.2291935673
5329.41 0.2290603585
5330.00 0.2289279968
5330.59 0.2290092559
5331.18 0.2290910123
5331.77 0.2291722532
5332.36 0.2292536062
5332.94 0.2293345862
5333.53 0.2294165920
5334.12 0.2294984537
5334.71 0.2295793279
5335.30 0.2296611146
5335.89 0.2297422561
5336.48 0.2298241676
5337.07 0.2299057627
5337.66 0.2299872702
5338.24 0.2300683612
5338.84 0.2301501227
5339.43 0.2302319966
5340.02 0.2303085573
5340.61 0.2302224275
5341.20 0.2301356457
5341.78 0.2300494373
5342.38 0.2299622630
5342.97 0.2298752776
5343.56 0.2297887673
5344.15 0.2297017183
5344.74 0.2296155298
5345.33 0.2295283740
5345.92 0.2294417219
5346.51 0.2293545878
5347.10 0.2292669999
5347.69 0.2291804452
5348.28 0.2290934796
5348.87 0.2290066466
5349.46 0.2289189161
5350.05 0.2288407154
5350.64 0.2288586134
5351.24 0.2288762666
5351.82 0.2288938044
5352.42 0.2289110536
5353.01 0.2289283156
5353.60 0.2289459045
5354.19 0.2289635210
5354.78 0.2289811505
5355.37 0.2289987343
5355.97 0.2290160879
5356.56 0.2290335399
5357.15 0.2290511185
5357.74 0.2290679375
5358.33 0.2290853268
5358.92 0.2291031006
5359.52 0.2291206443
5360.10 0.2291346904
5360.70 0.2291324960
5361.29 0.2291301951
5361.88 0.2291280034
5362.48 0.2291260062
5363.07 0.2291239882
5363.66 0.2291218209
5364.25 0.2291194618
5364.84 0.2291170112
5365.44 0.2291148107
5366.03 0.2291127045
5366.62 0.2291103788
5367.22 0.2291078587
5367.81 0.2291053776
5368.40 0.2291032471
5368.99 0.2291014269
5369.59 0.2290989552
5370.18 0.2291505578
5370.77 0.2293302210
5371.37 0.2295100616
5371.96 0.2296891623
5372.55 0.2298678370
5373.15 0.2300475789
5373.74 0.2302257907
5374.34 0.2304055002
5374.93 0.2305844111
5375.52 0.2307636576
5376.12 0.2309440153
5376.71 0.2311221948
5377.30 0.2313025779
5377.90 0.2314813711
5378.49 0.2316615205
5379.09 0.2318417041
5379.68 0.2320208003
5380.27 0.2321330630
5380.86 0.2321653371
5381.46 0.2321980441
5382.05 0.2322304938
5382.65 0.2322636068
5383.25 0.2322966207
5383.84 0.2323290751
5384.44 0.2323617899
5385.03 0.2323941465
5385.63 0.2324272962
5386.22 0.2324602317
5386.81 0.2324926938
5387.41 0.2325253587
5388.00 0.2325576508
5388.60 0.2325907943
5389.20 0.2326237232
5389.79 0.2326556309
5390.39 0.2327321824
5390.98 0.2328320926
5391.57 0.2329330422
5392.17 0.2330330860
5392.77 0.2331338093
5393.36 0.2332344482
5393.96 0.2333341809
5394.55 0.2334355595
5395.15 0.2335357865
5395.74 0.2336365348
5396.34 0.2337375595
5396.94 0.2338377782
5397.53 0.2339391390
5398.13 0.2340404155
5398.73 0.2341404816
5399.32 0.2342416326
5399.92 0.2343418326
5400.52 0.2343969331
5401.11 0.2344441558
5401.71 0.2344921349
5402.30 0.2345396127
5402.90 0.2345875580
5403.50 0.2346351038
5404.10 0.2346825240
5404.69 0.2347302524
5405.28 0.2347776964
5405.88 0.2348254635
5406.48 0.2348734813
5407.08 0.2349212724
5407.68 0.2349691261
5408.28 0.2350171584
5408.87 0.2350650360
5409.47 0.2351128757
5410.06 0.2351615295
5410.66 0.2352237999
5411.26 0.2352852677
5411.86 0.2353471055
5412.46 0.2354089220
5413.05 0.2354709491
5413.65 0.2355328542
5414.25 0.2355942600
5414.85 0.2356565862
5415.44 0.2357183118
5416.04 0.2357806105
5416.64 0.2358428593
5417.24 0.2359044494
5417.84 0.2359670477
5418.44 0.2360288421
5419.04 0.2360906008
5419.64 0.2361531938
5420.23 0.2362564390
5420.83 0.2364230003
5421.43 0.2365887516
5422.03 0.2367561145
5422.63 0.2369236103
5423.23 0.2370895994
5423.83 0.2372570560
5424.42 0.2374231069
5425.02 0.2375908288
5425.62 0.2377581898
5426.22 0.2379252774
5426.82 0.2380928323
5427.42 0.2382591972
5428.02 0.2384276271
5428.62 0.2385955229
5429.22 0.2387617776
5429.82 0.2389303455
5430.42 0.2390511393
5431.02 0.2391511603
5431.62 0.2392510957
5432.22 0.2393520674
5432.82 0.2394529098
5433.42 0.2395529958
5434.02 0.2396543219
5434.62 0.2397544846
5435.22 0.2398559454
5435.82 0.2399574804
5436.42 0.2400582315
5437.02 0.2401587955
5437.62 0.2402590399
5438.22 0.2403604815
5438.82 0.2404620415
5439.42 0.2405625384
5440.03 0.2406626487
5440.63 0.2407322894
5441.23 0.2408014129
5441.83 0.2408707361
5442.43 0.2409399669
5443.03 0.2410094861
5443.63 0.2410786029
5444.23 0.2411484467
5444.83 0.2412176266
5445.43 0.2412873875
5446.04 0.2413572598
5446.64 0.2414264681
5447.24 0.2414963594
5447.84 0.2415655865
5448.44 0.2416357008
5449.05 0.2417058247
5449.65 0.2417749206
5450.25 0.2418004933
5450.85 0.2417629704
5451.45 0.2417250208
5452.06 0.2416865511
5452.66 0.2416485328
5453.26 0.2416106868
5453.86 0.2415727824
5454.46 0.2415345615
5455.07 0.2414964281
5455.67 0.2414588316
5456.27 0.2414206696
5456.87 0.2413826806
5457.48 0.2413443878
5458.08 0.2413060806
5458.68 0.2412684131
5459.29 0.2412303257
5459.89 0.2411926299
5460.49 0.2412947672
5461.10 0.2414297698
5461.70 0.2415631002
5462.30 0.2416981063
5462.91 0.2418335896
5463.51 0.2419672977
5464.11 0.2421011315
5464.71 0.2422364821
5465.32 0.2423718566
5465.92 0.2425058640
5466.53 0.2426414910
5467.13 0.2427755458
5467.73 0.2429111629
5468.34 0.2430466574
5468.94 0.2431809880
5469.55 0.2433168820
5470.15 0.2434307874
5470.75 0.2434810391
5471.36 0.2435311936
5471.96 0.2435809392
5472.57 0.2436312063
5473.17 0.2436815810
5473.77 0.2437315912
5474.38 0.2437820787
5474.98 0.2438320992
5475.59 0.2438825391
5476.19 0.2439323649
5476.80 0.2439829755
5477.40 0.2440331190
5478.01 0.2440839896
5478.62 0.2441343529
5479.22 0.2441843068
5479.82 0.2442352957
5480.43 0.2442599285
5481.03 0.2442744110
5481.64 0.2442891983
5482.24 0.2443038182
5482.85 0.2443186002
5483.46 0.2443331742
5484.06 0.2443475807
5484.67 0.2443621492
5485.28 0.2443766122
5485.88 0.2443911577
5486.48 0.2444058613
5487.09 0.2444208740
5487.70 0.2444355314
5488.30 0.2444500660
5488.91 0.2444643071
5489.51 0.2444792472
5490.12 0.2445340058
5490.73 0.2447431405
5491.33 0.2449549017
5491.94 0.2451671596
5492.55 0.2453769292
5493.16 0.2455890050
5493.77 0.2458010771
5494.37 0.2460110709
5494.98 0.2462233722
5495.59 0.2464362868
5496.19 0.2466469162
5496.79 0.2468571165
5497.40 0.2470694335
5498.01 0.2472821452
5498.62 0.2474925699
5499.23 0.2477054662
5499.83 0.2479164865
5500.44 0.2478355524
5501.04 0.2476433977
5501.65 0.2474483760
5502.27 0.2472536588
5502.87 0.2470613583
5503.48 0.2468666012
5504.09 0.2466715888
5504.69 0.2464787307
5505.30 0.2462834589
5505.91 0.2460883438
5506.52 0.2458952367
5507.13 0.2457010232
5507.73 0.2455066131
5508.35 0.2453113016
5508.95 0.2451180448
5509.56 0.2449223257
5510.17 0.2447807342
5510.78 0.2447782803
5511.38 0.2447753471
5511.99 0.2447723644
5512.60 0.2447700083
5513.21 0.2447673949
5513.82 0.2447645987
5514.43 0.2447615306
5515.04 0.2447586024
5515.65 0.2447558595
5516.26 0.2447532143
5516.87 0.2447503252
5517.48 0.2447475336
5518.09 0.2447449120
5518.70 0.2447422840
5519.30 0.2447394131
5519.91 0.2447364918
5520.53 0.2446737493
5521.13 0.2446021456
5521.74 0.2445304613
5522.35 0.2444577366
5522.96 0.2443847830
5523.57 0.2443133433
5524.18 0.2442410101
5524.80 0.2441681972
5525.40 0.2440962786
5526.02 0.2440238794
5526.62 0.2439516952
5527.23 0.2438794299
5527.85 0.2438066543
5528.46 0.2437337532
5529.07 0.2436613932
5529.68 0.2435895289
5530.29 0.2435403048
5530.90 0.2435168949
5531.51 0.2434942449
5532.12 0.2434714495
5532.73 0.2434476673
5533.34 0.2434241535
5533.95 0.2434011490
5534.56 0.2433781307
5535.18 0.2433551014
5535.79 0.2433319604
5536.40 0.2433089090
5537.01 0.2432858464
5537.62 0.2432625091
5538.24 0.2432392171
5538.85 0.2432163725
5539.46 0.2431930619
5540.07 0.2431581412
5540.68 0.2430339950
5541.30 0.2429087464
5541.90 0.2427845056
5542.52 0.2426603031
5543.13 0.2425353249
5543.74 0.2424100181
5544.35 0.2422858954
5544.97 0.2421606528
5545.58 0.2420359718
5546.19 0.2419107987
5546.81 0.2417847721
5547.42 0.2416590832
5548.03 0.2415347604
5548.64 0.2414099121
5549.26 0.2412834655
5549.87 0.2411589388
5550.48 0.2411731984
5551.10 0.2412251801
5551.71 0.2412771240
5552.32 0.2413288827
5552.94 0.2413815312
5553.55 0.2414333880
5554.16 0.2414852938
5554.77 0.2415371787
5555.39 0.2415896420
5556.00 0.2416421110
5556.61 0.2416937008
5557.23 0.2417461206
5557.85 0.2417987106
5558.45 0.2418508371
5559.07 0.2419029959
5559.69 0.2419557504
5560.30 0.2418755072
5560.91 0.2416545309
5561.53 0.2414357805
5562.14 0.2412147383
5562.75 0.2409955238
5563.37 0.2407740599
5563.99 0.2405524368
5564.60 0.2403328945
5565.21 0.2401121779
5565.83 0.2398917192
5566.44 0.2396699810
5567.06 0.2394503688
5567.67 0.2392281043
5568.29 0.2390061402
5568.90 0.2387864260
5569.52 0.2385644564
5570.13 0.2384068860
5570.75 0.2384788685
5571.37 0.2385509896
5571.98 0.2386224467
5572.60 0.2386949622
5573.21 0.2387672979
5573.82 0.2388394352
5574.44 0.2389120241
5575.06 0.2389838872
5575.67 0.2390561591
5576.29 0.2391288829
5576.90 0.2392014882
5577.52 0.2392733917
5578.14 0.2393459373
5578.75 0.2394181985
5579.37 0.2394908874
5579.98 0.2395640901
5580.60 0.2394157438
5581.22 0.2392638638
5581.83 0.2391117597
5582.45 0.2389590940
5583.07 0.2388054723
5583.69 0.2386519151
5584.30 0.2384996293
5584.92 0.2383458882
5585.53 0.2381937753
5586.15 0.2380402683
5586.77 0.2378873680
5587.39 0.2377345948
5588.00 0.2375821153
5588.62 0.2374278219
5589.24 0.2372736356
5589.85 0.2371213514
5590.47 0.2370304599
5591.09 0.2369584203
5591.71 0.2368873379
5592.32 0.2368161519
5592.94 0.2367448621
5593.56 0.2366736331
5594.18 0.2366018813
5594.79 0.2365309012
5595.41 0.2364592532
5596.03 0.2363876239
5596.65 0.2363161201
5597.27 0.2362441976
5597.89 0.2361731103
5598.50 0.2361018561
5599.12 0.2360304757
5599.74 0.2359582571
5600.36 0.2358078550
5600.98 0.2355988251
5601.60 0.2353886742
5602.21 0.2351792886
5602.84 0.2349687186
5603.45 0.2347592707
5604.07 0.2345499387
5604.69 0.2343393168
5605.31 0.2341307412
5605.93 0.2339199100
5606.55 0.2337102019
5607.17 0.2335005051
5607.79 0.2332897052
5608.40 0.2330808291
5609.02 0.2328709130
5609.65 0.2326598097
5610.27 0.2325205499
5610.88 0.2324761520
5611.50 0.2324317581
5612.12 0.2323871993
5612.74 0.2323431945
5613.36 0.2322985632
5613.99 0.2322536425
5614.60 0.2322095087
5615.22 0.2321652320
5615.84 0.2321206247
5616.47 0.2320756417
5617.09 0.2320309395
5617.70 0.2319864321
5618.33 0.2319419279
5618.94 0.2318982119
5619.57 0.2318532561
5620.19 0.2317921748
5620.81 0.2316929981
5621.43 0.2315941962
5622.05 0.2314943928
5622.67 0.2313950283
5623.29 0.2312959930
5623.91 0.2311968891
5624.54 0.2310963613
5625.15 0.2309973305
5625.77 0.2308980386
5626.40 0.2307981463
5627.02 0.2306986296
5627.64 0.2305985764
5628.26 0.2304994082
5628.89 0.2303992996
5629.51 0.2302995671
5630.13 0.2302497874
5630.75 0.2303911954
5631.37 0.2305323537
5631.99 0.2306734966
5632.61 0.2308151921
5633.24 0.2309574988
5633.86 0.2310981738
5634.48 0.2312403212
5635.10 0.2313809826
5635.73 0.2315237088
5636.35 0.2316662499
5636.97 0.2318071989
5637.60 0.2319495806
5638.22 0.2320920937
5638.84 0.2322340870
5639.46 0.2323758950
5640.09 0.2324657366
5640.71 0.2322343455
5641.33 0.2320028333
5641.95 0.2317709065
5642.58 0.2315390695
5643.20 0.2313069644
5643.82 0.2310737226
5644.44 0.2308427540
5645.07 0.2306094389
5645.69 0.2303786741
5646.32 0.2301450334
5646.94 0.2299109126
5647.57 0.2296783031
5648.19 0.2294458481
5648.81 0.2292130597
5649.44 0.2289789210
5650.06 0.2287501013
5650.69 0.2285580643
5651.31 0.2283658736
5651.94 0.2281722752
5652.56 0.2279808847
5653.18 0.2277874013
5653.81 0.2275954265
5654.43 0.2274016349
5655.06 0.2272088382
5655.68 0.2270162052
5656.30 0.2268243564
5656.93 0.2266304773
5657.56 0.2264365497
5658.18 0.2262434465
5658.80 0.2260503611
5659.43 0.2258569099
5660.05 0.2256808209
5660.68 0.2256921960
5661.31 0.2257037799
5661.93 0.2257153997
5662.56 0.2257262359
5663.18 0.2257372674
5663.81 0.2257490377
5664.43 0.2257604735
5665.06 0.2257721456
5665.68 0.2257835891
5666.31 0.2257950296
5666.93 0.2258062949
5667.56 0.2258176234
5668.19 0.2258290022
5668.81 0.2258400991
5669.44 0.2258516442
5670.06 0.2258592869
5670.69 0.2258338173
5671.32 0.2258083102
5671.94 0.2257830306
5672.57 0.2257575409
5673.20 0.2257321330
5673.83 0.2257064352
5674.45 0.2256811112
5675.08 0.2256556699
5675.70 0.2256297927
5676.33 0.2256042229
5676.96 0.2255788942
5677.59 0.2255528901
5678.21 0.2255272740
5678.84 0.2255017123
5679.46 0.2254761137
5680.09 0.2254101384
5680.72 0.2251123993
5681.35 0.2248172218
5681.98 0.2245193402
5682.60 0.2242221194
5683.23 0.2239250009
5683.86 0.2236267318
5684.49 0.2233294039
5685.11 0.2230323242
5685.75 0.2227333087
5686.37 0.2224374589
5687.00 0.2221402053
5687.62 0.2218423094
5688.26 0.2215430079
5688.88 0.2212452213
5689.51 0.2209470440
5690.14 0.2206965567
5690.77 0.2206108110
5691.40 0.2205254571
5692.03 0.2204394496
5692.65 0.2203540472
5693.28 0.2202685527
5693.91 0.2201828887
5694.54 0.2200967835
5695.17 0.2200107991
5695.80 0.2199256924
5696.43 0.2198395527
5697.06 0.2197535925
5697.69 0.2196676761
5698.31 0.2195822981
5698.95 0.2194963806
5699.57 0.2194104299
5700.20 0.2193383218
5700.83 0.2192955296
5701.46 0.2192524026
5702.09 0.2192092607
5702.72 0.2191663174
5703.35 0.2191229793
5703.98 0.2190795793
5704.61 0.2190363779
5705.24 0.2189933152
5705.87 0.2189507631
5706.50 0.2189074103
5707.14 0.2188639825
5707.77 0.2188207451
5708.40 0.2187774928
5709.03 0.2187340120
5709.66 0.2186910505
5710.29 0.2186112083
5710.92 0.2184869923
5711.55 0.2183623239
5712.18 0.2182388898
5712.81 0.2181147208
5713.44 0.2179906947
5714.07 0.2178659331
5714.70 0.2177408176
5715.33 0.2176168997
5715.97 0.2174920392
5716.60 0.2173676734
5717.23 0.2172432748
5717.86 0.2171180635
5718.49 0.2169934922
5719.12 0.2168688191
5719.76 0.2167432256
5720.39 0.2164791746
5721.02 0.2161253517
5721.65 0.2157710173
5722.28 0.2154151438
5722.91 0.2150605349
5723.54 0.2147075509
5724.17 0.2143525989
5724.81 0.2139959612
5725.44 0.2136407344
5726.07 0.2132855311
5726.71 0.2129288554
5727.34 0.2125734473
5727.97 0.2122170652
5728.61 0.2118597083
5729.24 0.2115040860
5729.87 0.2111478440
5730.51 0.2111293147
5731.14 0.2111966047
5731.77 0.2112646249
5732.40 0.2113318271
5733.04 0.2113995820
5733.67 0.2114673065
5734.30 0.2115348631
5734.93 0.2116021041
5735.57 0.2116699686
5736.20 0.2117376619
5736.83 0.2118056869
5737.47 0.2118737622
5738.10 0.2119413774
5738.74 0.2120091099
5739.37 0.2120771073
5740.01 0.2121414221
5740.64 0.2118964676
5741.28 0.2116499898
5741.91 0.2114059881
5742.54 0.2111592836
5743.18 0.2109123043
5743.81 0.2106674097
5744.44 0.2104212394
5745.08 0.2101752613
5745.72 0.2099281508
5746.35 0.2096833421
5746.98 0.2094371858
5747.61 0.2091910777
5748.25 0.2089432269
5748.89 0.2086965693
5749.52 0.2084501036
5750.16 0.2082322734
5750.79 0.2081067593
5751.43 0.2079808534
5752.06 0.2078539828
5752.70 0.2077291229
5753.34 0.2076027245
5753.97 0.2074760776
5754.60 0.2073506529
5755.24 0.2072242987
5755.88 0.2070978756
5756.51 0.2069709888
5757.15 0.2068448229
5757.78 0.2067193783
5758.42 0.2065927517
5759.05 0.2064655171
5759.69 0.2063388243
5760.33 0.2061805148
5760.96 0.2059914044
5761.60 0.2058027147
5762.24 0.2056138704
5762.88 0.2054239002
5763.51 0.2052361497
5764.15 0.2050465170
5764.79 0.2048565136
5765.42 0.2046681921
5766.06 0.2044779145
5766.69 0.2042901119
5767.33 0.2040999562
5767.97 0.2039101515
5768.60 0.2037206592
5769.24 0.2035321665
5769.88 0.2033414988
5770.51 0.2032204363
5771.15 0.2031156495
5771.79 0.2030102922
5772.43 0.2029056652
5773.06 0.2028009751
5773.70 0.2026955681
5774.34 0.2025905327
5774.98 0.2024849288
5775.62 0.2023796531
5776.25 0.2022750766
5776.90 0.2021693120
5777.53 0.2020645715
5778.17 0.2019589315
5778.81 0.2018538422
5779.44 0.2017481840
5780.09 0.2016353552
5780.72 0.2014830928
5781.36 0.2013297414
5782.00 0.2011762431
5782.64 0.2010219793
5783.27 0.2008691301
5783.91 0.2007145718
5784.56 0.2005602644
5785.19 0.2004067883
5785.83 0.2002526584
5786.47 0.2000980519
5787.11 0.1999450054
5787.75 0.1997904291
5788.39 0.1996364684
5789.03 0.1994822178
5789.67 0.1993283960
5790.31 0.1992239454
5790.95 0.1991732117
5791.59 0.1991231174
5792.23 0.1990730071
5792.86 0.1990227779
5793.51 0.1989724480
5794.14 0.1989222900
5794.78 0.1988721161
5795.43 0.1988214128
5796.06 0.1987706646
5796.70 0.1987203686
5797.35 0.1986698340
5797.98 0.1986195860
5798.63 0.1985686938
5799.27 0.1985181511
5799.91 0.1984678495
5800.55 0.1982114642
5801.19 0.1979233707
5801.83 0.1976322246
5802.47 0.1973427189
5803.11 0.1970530359
5803.75 0.1967627751
5804.39 0.1964726287
5805.03 0.1961823388
5805.67 0.1958920548
5806.31 0.1956017358
5806.96 0.1953096014
5807.60 0.1950189269
5808.24 0.1947266537
5808.88 0.1944370115
5809.52 0.1941445245
5810.17 0.1939050016
5810.81 0.1938128708
5811.45 0.1937200537
5812.09 0.1936278814
5812.73 0.1935354823
5813.38 0.1934430335
5814.02 0.1933503753
5814.66 0.1932573564
5815.30 0.1931652766
5815.94 0.1930727606
5816.58 0.1929801106
5817.23 0.1928870995
5817.87 0.1927947351
5818.51 0.1927016735
5819.16 0.1926084776
5819.80 0.1925159290
5820.44 0.1922707406
5821.08 0.1919573122
5821.73 0.1916434072
5822.37 0.1913281103
5823.02 0.1910141331
5823.66 0.1907001147
5824.30 0.1903859897
5824.94 0.1900714963
5825.59 0.1897553914
5826.23 0.1894422875
5826.88 0.1891259247
5827.52 0.1888130004
5828.16 0.1884964888
5828.80 0.1881815507
5829.45 0.1878664294
5830.09 0.1875761283
5830.73 0.1874433087
5831.38 0.1873091525
5832.03 0.1871751480
5832.67 0.1870425542
5833.31 0.1869082952
5833.96 0.1867745609
5834.60 0.1866409017
5835.25 0.1865065399
5835.89 0.1863734811
5836.54 0.1862389417
5837.18 0.1861057058
5837.82 0.1859710979
5838.47 0.1858373434
5839.11 0.1857034774
5839.76 0.1855693269
5840.40 0.1853576540
5841.05 0.1850997257
5841.69 0.1848417044
5842.34 0.1845821080
5842.99 0.1843224496
5843.63 0.1840656019
5844.28 0.1838059291
5844.92 0.1835470845
5845.57 0.1832886158
5846.22 0.1830285385
5846.86 0.1827707279
5847.51 0.1825103080
5848.15 0.1822524843
5848.80 0.1819921906
5849.44 0.1817328050
5850.09 0.1814903572
5850.73 0.1813563208
5851.38 0.1812222815
5852.03 0.1810874249
5852.67 0.1809537413
5853.32 0.1808187377
5853.97 0.1806836687
5854.61 0.1805498046
5855.26 0.1804145576
5855.91 0.1802799510
5856.55 0.1801454198
5857.20 0.1800102102
5857.85 0.1798753915
5858.49 0.1797404597
5859.14 0.1796062482
5859.79 0.1794704629
5860.44 0.1792247562
5861.08 0.1789286534
5861.73 0.1786297329
5862.38 0.1783331921
5863.02 0.1780336616
5863.67 0.1777355360
5864.32 0.1774370414
5864.97 0.1771388852
5865.61 0.1768404394
5866.26 0.1765402874
5866.91 0.1762417008
5867.56 0.1759427148
5868.21 0.1756421310
5868.86 0.1753428942
5869.50 0.1750436171
5870.15 0.1747767849
5870.80 0.1746148072
5871.45 0.1744521094
5872.10 0.1742911414
5872.75 0.1741285029
5873.39 0.1739672653
5874.04 0.1738044068
5874.69 0.1736422988
5875.34 0.1734798210
5875.99 0.1733172226
5876.64 0.1731549945
5877.29 0.1729920742
5877.94 0.1728287542
5878.59 0.1726673370
5879.24 0.1725040758
5879.89 0.1723412365
5880.53 0.1720118611
5881.19 0.1716450775
5881.83 0.1712815558
5882.48 0.1709144918
5883.13 0.1705509114
5883.78 0.1701834568
5884.43 0.1698194874
5885.08 0.1694520013
5885.73 0.1690859667
5886.38 0.1687198759
5887.03 0.1683514724
5887.68 0.1679870803
5888.33 0.1676183958
